Destination,Origin,M_Size,Date,DataDate,OrigFood,OrigFuel,OrigWage,DestFood,DestFuel,DestWage,NumMonths
Damascus,Hassakeh,20,Jan 2016,Oct 2015,284.5,1265,800,412.5,2627.5,1475,0
Hassakeh,Raqqa,106,Jan 2016,Oct 2015,380,2259,1500,284.5,1265,800,0
Damascus,City-Damascus,45,Jan 2016,Oct 2015,239.5,1017.5,1475,412.5,2627.5,1475,0
Al_Qunaytirah,Daraa,35,Jan 2016,Oct 2015,242.5,1125,700,283.25,1261.25,1e3,0
Hassakeh,Deir Ezzor,599,Jan 2016,Oct 2015,428,3700,875,284.5,1265,800,0
Damascus,Deir Ezzor,60,Jan 2016,Oct 2015,428,3700,875,412.5,2627.5,1475,0
Deir Ezzor,Homs,83,Jan 2016,Oct 2015,306.5,1257.5,975,428,3700,875,0
Daraa,Damascus,73,Jan 2016,Oct 2015,412.5,2627.5,1475,242.5,1125,700,0
Deir Ezzor,Hassakeh,4135,Feb 2016,Nov 2015,292,1240,800,453,3775,1e3,1
Hassakeh,Raqqa,598,Feb 2016,Nov 2015,380,2264.5,1500,292,1240,800,1
Hassakeh,City-Damascus,4,Feb 2016,Nov 2015,221,1080,1475,292,1240,800,1
Damascus,City-Damascus,245,Feb 2016,Nov 2015,221,1080,1475,437.5,2627.5,1475,1
Al_Qunaytirah,Daraa,195,Feb 2016,Nov 2015,287.5,1144,700,294.75,1255,1050,1
Hassakeh,Deir Ezzor,76,Feb 2016,Nov 2015,453,3775,1e3,292,1240,800,1
Deir Ezzor,Homs,170,Feb 2016,Nov 2015,297.5,1270,1100,453,3775,1e3,1
Al_Qunaytirah,Damascus,5,Feb 2016,Nov 2015,437.5,2627.5,1475,294.75,1255,1050,1
Deir Ezzor,Hassakeh,3763,Mar 2016,Dec 2015,316.5,1127.5,800,467.5,2475,1e3,2
Hassakeh,Raqqa,245,Mar 2016,Dec 2015,375,2277.5,1500,316.5,1127.5,800,2
Deir Ezzor,Raqqa,18,Mar 2016,Dec 2015,375,2277.5,1500,467.5,2475,1e3,2
Deir Ezzor,City-Damascus,26,Mar 2016,Dec 2015,303,1080,1500,467.5,2475,1e3,2
Damascus,City-Damascus,95,Mar 2016,Dec 2015,303,1080,1500,564,3435,1475,2
Al_Qunaytirah,Daraa,305,Mar 2016,Dec 2015,335,1170,700,331.25,1148.75,1090,2
Deir Ezzor,Homs,112,Mar 2016,Dec 2015,311.5,1275,1100,467.5,2475,1e3,2
Daraa,Al_Qunaytirah,15,Mar 2016,Dec 2015,331.25,1148.75,1090,335,1170,700,2
Daraa,Damascus,15,Mar 2016,Dec 2015,564,3435,1475,335,1170,700,2
Deir Ezzor,Damascus,14,Mar 2016,Dec 2015,564,3435,1475,467.5,2475,1e3,2
Al_Qunaytirah,Damascus,150,Mar 2016,Dec 2015,564,3435,1475,331.25,1148.75,1090,2
Deir Ezzor,Hassakeh,852,Apr 2016,Jan 2016,300,1830,800,450,2825,1100,3
Hassakeh,Raqqa,463,Apr 2016,Jan 2016,250,2275,1500,300,1830,800,3
Deir Ezzor,Raqqa,150,Apr 2016,Jan 2016,250,2275,1500,450,2825,1100,3
Damascus,City-Damascus,40,Apr 2016,Jan 2016,312.5,1111.6666500000001,1500,529.1667,4741.66665,1500,3
Al_Qunaytirah,Daraa,135,Apr 2016,Jan 2016,325,1150,900,300,1140,1150,3
Hassakeh,Deir Ezzor,225,Apr 2016,Jan 2016,450,2825,1100,300,1830,800,3
Deir Ezzor,Homs,529,Apr 2016,Jan 2016,271.66665,1015.83335,1e3,450,2825,1100,3
Damascus,Homs,50,Apr 2016,Jan 2016,271.66665,1015.83335,1e3,529.1667,4741.66665,1500,3
Daraa,Damascus,1380,Apr 2016,Jan 2016,529.1667,4741.66665,1500,325,1150,900,3
Al_Qunaytirah,Damascus,5,Apr 2016,Jan 2016,529.1667,4741.66665,1500,300,1140,1150,3
Deir Ezzor,Hassakeh,226,May 2016,Feb 2016,300,1930,800,500,1500,1200,4
Hassakeh,Raqqa,410,May 2016,Feb 2016,287.5,2275,1500,300,1930,800,4
Deir Ezzor,Raqqa,594,May 2016,Feb 2016,287.5,2275,1500,500,1500,1200,4
Daraa,As_Suweida,60,May 2016,Feb 2016,300,1375,1200,325,1156.25,900,4
Damascus,City-Damascus,25,May 2016,Feb 2016,312.5,1125,1500,575,4750,1500,4
Al_Qunaytirah,Daraa,34,May 2016,Feb 2016,325,1156.25,900,300,1150,1200,4
Hassakeh,Deir Ezzor,16,May 2016,Feb 2016,500,1500,1200,300,1930,800,4
Daraa,Homs,5,May 2016,Feb 2016,350,1335,1100,325,1156.25,900,4
Deir Ezzor,Homs,170,May 2016,Feb 2016,350,1335,1100,500,1500,1200,4
Daraa,Damascus,65,May 2016,Feb 2016,575,4750,1500,325,1156.25,900,4
Al_Qunaytirah,Damascus,35,May 2016,Feb 2016,575,4750,1500,300,1150,1200,4
Deir Ezzor,Hassakeh,91,Jun 2016,Mar 2016,400,1405,800,537.5,2850,1100,5
Hassakeh,Raqqa,830,Jun 2016,Mar 2016,300,2075,1500,400,1405,800,5
Deir Ezzor,Raqqa,650,Jun 2016,Mar 2016,300,2075,1500,537.5,2850,1100,5
Daraa,As_Suweida,30,Jun 2016,Mar 2016,300,1375,1200,275,1150,900,5
Damascus,City-Damascus,77,Jun 2016,Mar 2016,312.5,1125,1500,400,2500,1500,5
Al_Qunaytirah,Daraa,20,Jun 2016,Mar 2016,275,1150,900,275,1150,1200,5
Hassakeh,Deir Ezzor,165,Jun 2016,Mar 2016,537.5,2850,1100,400,1405,800,5
Deir Ezzor,Homs,35,Jun 2016,Mar 2016,306.25,1266.25,1200,537.5,2850,1100,5
Daraa,Damascus,15,Jun 2016,Mar 2016,400,2500,1500,275,1150,900,5
Al_Qunaytirah,Damascus,34,Jun 2016,Mar 2016,400,2500,1500,275,1150,1200,5
Deir Ezzor,Hassakeh,352,Jul 2016,Apr 2016,500,1580,800,625,3050,1100,6
Hassakeh,Raqqa,723,Jul 2016,Apr 2016,375,2156.25,1625,500,1580,800,6
Daraa,Raqqa,14,Jul 2016,Apr 2016,375,2156.25,1625,300,1150,900,6
Deir Ezzor,Raqqa,188,Jul 2016,Apr 2016,375,2156.25,1625,625,3050,1100,6
Damascus,Raqqa,1500,Jul 2016,Apr 2016,375,2156.25,1625,425,2500,1500,6
Al_Qunaytirah,City-Damascus,8,Jul 2016,Apr 2016,331.25,1120,1500,312.5,1150,1200,6
Damascus,City-Damascus,105,Jul 2016,Apr 2016,331.25,1120,1500,425,2500,1500,6
Hassakeh,Deir Ezzor,3,Jul 2016,Apr 2016,625,3050,1100,500,1580,800,6
Damascus,Deir Ezzor,47,Jul 2016,Apr 2016,625,3050,1100,425,2500,1500,6
Daraa,Damascus,15,Jul 2016,Apr 2016,425,2500,1500,300,1150,900,6
Al_Qunaytirah,Damascus,4,Jul 2016,Apr 2016,425,2500,1500,312.5,1150,1200,6
Deir Ezzor,Hassakeh,142,Aug 2016,May 2016,625,2280,900,800,4050,1150,7
Hassakeh,Raqqa,87,Aug 2016,May 2016,525,2175,1750,625,2280,900,7
Daraa,Raqqa,10,Aug 2016,May 2016,525,2175,1750,331.25,1135,900,7
Deir Ezzor,Raqqa,144,Aug 2016,May 2016,525,2175,1750,800,4050,1150,7
Deir Ezzor,City-Damascus,11,Aug 2016,May 2016,355,1120,1500,800,4050,1150,7
Damascus,City-Damascus,29,Aug 2016,May 2016,355,1120,1500,450,2500,1500,7
Al_Qunaytirah,Daraa,8,Aug 2016,May 2016,331.25,1135,900,351.5,1137.5,1200,7
Daraa,Damascus,62,Aug 2016,May 2016,450,2500,1500,331.25,1135,900,7
Al_Qunaytirah,Damascus,28,Aug 2016,May 2016,450,2500,1500,351.5,1137.5,1200,7
Hassakeh,Raqqa,300,Sep 2016,Jun 2016,600,2200,1750,650,2630,850,8
Deir Ezzor,Hassakeh,76,Oct 2016,Jul 2016,680,2380,900,850,4150,1050,9
Hassakeh,Raqqa,55,Oct 2016,Jul 2016,525,875,1750,680,2380,900,9
Daraa,Raqqa,4,Oct 2016,Jul 2016,525,875,1750,400,2750,925,9
Deir Ezzor,Raqqa,74,Oct 2016,Jul 2016,525,875,1750,850,4150,1050,9
Al_Qunaytirah,Daraa,36,Oct 2016,Jul 2016,400,2750,925,431.5,1519,1200,9
Hassakeh,Deir Ezzor,4805,Oct 2016,Jul 2016,850,4150,1050,680,2380,900,9
Daraa,Homs,7,Oct 2016,Jul 2016,400,1175,500,400,2750,925,9
Hassakeh,Edlib,70,Oct 2016,Jul 2016,440,2862.5,1750,680,2380,900,9
Damascus,Al_Qunaytirah,90,Oct 2016,Jul 2016,431.5,1519,1200,525,2775,1500,9
Hassakeh,Damascus,11,Oct 2016,Jul 2016,525,2775,1500,680,2380,900,9
Daraa,Damascus,44,Oct 2016,Jul 2016,525,2775,1500,400,2750,925,9
Al_Qunaytirah,Damascus,9,Oct 2016,Jul 2016,525,2775,1500,431.5,1519,1200,9
Deir Ezzor,Hassakeh,25,Nov 2016,Aug 2016,575,2280,950,625,4e3,1150,10
Hassakeh,Raqqa,144,Nov 2016,Aug 2016,525,1850,1800,575,2280,950,10
Deir Ezzor,Raqqa,112,Nov 2016,Aug 2016,525,1850,1800,625,4e3,1150,10
Daraa,City-Damascus,8,Nov 2016,Aug 2016,434.5,1370,1500,394,2350,950,10
Damascus,City-Damascus,18,Nov 2016,Aug 2016,434.5,1370,1500,550,2775,1500,10
Al_Qunaytirah,Daraa,47,Nov 2016,Aug 2016,394,2350,950,425,1525,1200,10
Hassakeh,Deir Ezzor,1843,Nov 2016,Aug 2016,625,4e3,1150,575,2280,950,10
Damascus,Deir Ezzor,172,Nov 2016,Aug 2016,625,4e3,1150,550,2775,1500,10
Deir Ezzor,Homs,23,Nov 2016,Aug 2016,400,1375,1e3,625,4e3,1150,10
Damascus,Edlib,48,Nov 2016,Aug 2016,450,4120,1800,550,2775,1500,10
Hassakeh,Damascus,3,Nov 2016,Aug 2016,550,2775,1500,575,2280,950,10
Daraa,Damascus,61,Nov 2016,Aug 2016,550,2775,1500,394,2350,950,10
Al_Qunaytirah,Damascus,35,Nov 2016,Aug 2016,550,2775,1500,425,1525,1200,10
Deir Ezzor,Hassakeh,35,Dec 2016,Sep 2016,600,1759,900,737.5,3325,1150,11
Hassakeh,Raqqa,324,Dec 2016,Sep 2016,525,1850,1825,600,1759,900,11
Deir Ezzor,Raqqa,94,Dec 2016,Sep 2016,525,1850,1825,737.5,3325,1150,11
Daraa,City-Damascus,8,Dec 2016,Sep 2016,435,1470,1500,400,2100,1e3,11
Al_Qunaytirah,Daraa,42,Dec 2016,Sep 2016,400,2100,1e3,412.5,1525,1200,11
Hassakeh,Deir Ezzor,1836,Dec 2016,Sep 2016,737.5,3325,1150,600,1759,900,11
Damascus,Deir Ezzor,20,Dec 2016,Sep 2016,737.5,3325,1150,550,2750,1500,11
Deir Ezzor,Homs,12,Dec 2016,Sep 2016,460,1475,1e3,737.5,3325,1150,11
Damascus,Homs,75,Dec 2016,Sep 2016,460,1475,1e3,550,2750,1500,11
Deir Ezzor,Edlib,10,Dec 2016,Sep 2016,450,4120,1850,737.5,3325,1150,11
Daraa,Damascus,61,Dec 2016,Sep 2016,550,2750,1500,400,2100,1e3,11
Al_Qunaytirah,Damascus,35,Dec 2016,Sep 2016,550,2750,1500,412.5,1525,1200,11
Al_Qunaytirah,Damascus,4,Jan 2017,Oct 2016,500,1850,1500,375,1530,1200,12
Daraa,Damascus,5,Jan 2017,Oct 2016,500,1850,1500,400,1512.5,1150,12
Damascus,City-Damascus,7,Jan 2017,Oct 2016,431.25,1470,1500,500,1850,1500,12
Deir Ezzor,Homs,29,Jan 2017,Oct 2016,455,1462.5,2e3,800,2737.5,1150,12
Deir Ezzor,Raqqa,65,Jan 2017,Oct 2016,512.5,1725,1650,800,2737.5,1150,12
Deir Ezzor,Hassakeh,119,Jan 2017,Oct 2016,550,1212.5,900,800,2737.5,1150,12
Damascus,Deir Ezzor,200,Jan 2017,Oct 2016,800,2737.5,1150,500,1850,1500,12
Hassakeh,Deir Ezzor,488,Jan 2017,Oct 2016,800,2737.5,1150,550,1212.5,900,12
Hassakeh,Raqqa,548,Jan 2017,Oct 2016,512.5,1725,1650,550,1212.5,900,12
Daraa,Damascus,4,Feb 2017,Nov 2016,500,1600,1500,400,1562.5,1150,13
Deir Ezzor,Homs,7,Feb 2017,Nov 2016,485,1455,2e3,1e3,4250,1150,13
Daraa,City-Damascus,15,Feb 2017,Nov 2016,450,1470,1500,400,1562.5,1150,13
Deir Ezzor,Daraa,30,Feb 2017,Nov 2016,400,1562.5,1150,1e3,4250,1150,13
Deir Ezzor,Hassakeh,77,Feb 2017,Nov 2016,531.25,1262.5,900,1e3,4250,1150,13
Deir Ezzor,Raqqa,383,Feb 2017,Nov 2016,512.5,1262.5,1600,1e3,4250,1150,13
Hassakeh,Raqqa,439,Feb 2017,Nov 2016,512.5,1262.5,1600,531.25,1262.5,900,13
Hassakeh,Deir Ezzor,722,Feb 2017,Nov 2016,1e3,4250,1150,531.25,1262.5,900,13
Damascus,City-Damascus,15097,Feb 2017,Nov 2016,450,1470,1500,500,1600,1500,13
Deir Ezzor,Homs,8,Mar 2017,Dec 2016,450,1462.5,1100,1e3,4250,1150,14
Deir Ezzor,Daraa,12,Mar 2017,Dec 2016,400,1562.5,1050,1e3,4250,1150,14
Daraa,Homs,16,Mar 2017,Dec 2016,450,1462.5,1100,400,1562.5,1050,14
Deir Ezzor,As_Suweida,18,Mar 2017,Dec 2016,437.5,1675,1500,1e3,4250,1150,14
Damascus,Deir Ezzor,25,Mar 2017,Dec 2016,1e3,4250,1150,510,1700,1500,14
Hassakeh,Deir Ezzor,49,Mar 2017,Dec 2016,1e3,4250,1150,512.5,1187.5,900,14
Deir Ezzor,Hassakeh,119,Mar 2017,Dec 2016,512.5,1187.5,900,1e3,4250,1150,14
Daraa,Damascus,128,Mar 2017,Dec 2016,510,1700,1500,400,1562.5,1050,14
Damascus,Raqqa,250,Mar 2017,Dec 2016,537.5,1625,1600,510,1700,1500,14
Deir Ezzor,Raqqa,752,Mar 2017,Dec 2016,537.5,1625,1600,1e3,4250,1150,14
Hassakeh,Raqqa,4426,Mar 2017,Dec 2016,537.5,1625,1600,512.5,1187.5,900,14
Damascus,City-Damascus,13290,Mar 2017,Dec 2016,450,1545,1500,510,1700,1500,14
Damascus,Hama,4,Apr 2017,Jan 2017,525,1592.5,1300,510,1675,1500,15
Damascus,Daraa,30,Apr 2017,Jan 2017,400,1562.5,1050,510,1675,1500,15
Damascus,Homs,31,Apr 2017,Jan 2017,450,1455,1150,510,1675,1500,15
Deir Ezzor,Hassakeh,70,Apr 2017,Jan 2017,487.5,1250,900,1125,4250,1150,15
Al_Qunaytirah,Damascus,115,Apr 2017,Jan 2017,510,1675,1500,377.5,1525,1250,15
Damascus,City-Damascus,406,Apr 2017,Jan 2017,450,1620,1500,510,1675,1500,15
Al_Qunaytirah,Daraa,418,Apr 2017,Jan 2017,400,1562.5,1050,377.5,1525,1250,15
Damascus,Edlib,1263,Apr 2017,Jan 2017,400,4082.5,1700,510,1675,1500,15
Deir Ezzor,Raqqa,1445,Apr 2017,Jan 2017,500,1300,1600,1125,4250,1150,15
Hassakeh,Raqqa,1451,Apr 2017,Jan 2017,500,1300,1600,487.5,1250,900,15
Hassakeh,Deir Ezzor,2222,Apr 2017,Jan 2017,1125,4250,1150,487.5,1250,900,15
Damascus,Raqqa,2935,Apr 2017,Jan 2017,500,1300,1600,510,1675,1500,15
Damascus,Hama,7,May 2017,Feb 2017,540,1575,1400,475,1665,1500,16
Damascus,City-Damascus,11,May 2017,Feb 2017,450,1647.5,1500,475,1665,1500,16
Damascus,Deir Ezzor,11,May 2017,Feb 2017,1e3,4e3,1150,475,1665,1500,16
Hassakeh,Edlib,45,May 2017,Feb 2017,400,5845,1700,437.5,1200,900,16
Al_Qunaytirah,Damascus,54,May 2017,Feb 2017,475,1665,1500,382.5,1537.5,1275,16
Daraa,Damascus,129,May 2017,Feb 2017,475,1665,1500,400,1550,1050,16
Al_Qunaytirah,Daraa,176,May 2017,Feb 2017,400,1550,1050,382.5,1537.5,1275,16
Hassakeh,Deir Ezzor,228,May 2017,Feb 2017,1e3,4e3,1150,437.5,1200,900,16
Damascus,Edlib,1170,May 2017,Feb 2017,400,5845,1700,475,1665,1500,16
Deir Ezzor,Raqqa,1215,May 2017,Feb 2017,475,1300,1600,1e3,4e3,1150,16
Damascus,Raqqa,2364,May 2017,Feb 2017,475,1300,1600,475,1665,1500,16
Hassakeh,Raqqa,3776,May 2017,Feb 2017,475,1300,1600,437.5,1200,900,16
Hassakeh,Homs,11,Jun 2017,Mar 2017,450,1460,1200,437.5,1225,900,17
Damascus,Deir Ezzor,18,Jun 2017,Mar 2017,925,4400,1150,475,1200,1500,17
Damascus,Daraa,20,Jun 2017,Mar 2017,400,1525,1050,475,1200,1500,17
Damascus,Edlib,23,Jun 2017,Mar 2017,455,4005,1750,475,1200,1500,17
Damascus,Hama,28,Jun 2017,Mar 2017,550,1575,1450,475,1200,1500,17
Al_Qunaytirah,Damascus,30,Jun 2017,Mar 2017,475,1200,1500,375,1550,1300,17
Daraa,Damascus,36,Jun 2017,Mar 2017,475,1200,1500,400,1525,1050,17
Deir Ezzor,Hassakeh,88,Jun 2017,Mar 2017,437.5,1225,900,925,4400,1150,17
Damascus,Homs,148,Jun 2017,Mar 2017,450,1460,1200,475,1200,1500,17
Hassakeh,Deir Ezzor,509,Jun 2017,Mar 2017,925,4400,1150,437.5,1225,900,17
Al_Qunaytirah,Daraa,760,Jun 2017,Mar 2017,400,1525,1050,375,1550,1300,17
Deir Ezzor,Raqqa,1312,Jun 2017,Mar 2017,450,1237.5,1600,925,4400,1150,17
Hassakeh,Raqqa,4308,Jun 2017,Mar 2017,450,1237.5,1600,437.5,1225,900,17
Al_Qunaytirah,Damascus,5,Jul 2017,Apr 2017,475,1637.5,1500,387.5,1525,1350,18
Daraa,Damascus,16,Jul 2017,Apr 2017,475,1637.5,1500,400,1519,1100,18
Damascus,City-Damascus,24,Jul 2017,Apr 2017,450,1175,1500,475,1637.5,1500,18
Damascus,Hama,36,Jul 2017,Apr 2017,510,1675,1500,475,1637.5,1500,18
Deir Ezzor,Hama,49,Jul 2017,Apr 2017,510,1675,1500,1e3,4525,1150,18
Deir Ezzor,Raqqa,897,Jul 2017,Apr 2017,450,1237.5,1600,1e3,4525,1150,18
Hassakeh,Raqqa,1165,Jul 2017,Apr 2017,450,1237.5,1600,419,1200,900,18
Hassakeh,Deir Ezzor,6781,Jul 2017,Apr 2017,1e3,4525,1150,419,1200,900,18
Damascus,Hama,8,Aug 2017,May 2017,550,1937.5,1700,475,1550,1500,19
Al_Qunaytirah,Homs,10,Aug 2017,May 2017,450,1412.5,1500,406.5,1500,1350,19
Damascus,Lattakia,17,Aug 2017,May 2017,406.5,1650,2e3,475,1550,1500,19
Damascus,Deir Ezzor,25,Aug 2017,May 2017,1e3,4250,1150,475,1550,1500,19
Al_Qunaytirah,Daraa,50,Aug 2017,May 2017,400,1512.5,1150,406.5,1500,1350,19
Al_Qunaytirah,Damascus,165,Aug 2017,May 2017,475,1550,1500,406.5,1500,1350,19
Daraa,As_Suweida,400,Aug 2017,May 2017,425,1637.5,1800,400,1512.5,1150,19
Damascus,Daraa,560,Aug 2017,May 2017,400,1512.5,1150,475,1550,1500,19
Damascus,City-Damascus,645,Aug 2017,May 2017,450,1512.5,1500,475,1550,1500,19
Deir Ezzor,Homs,1032,Aug 2017,May 2017,450,1412.5,1500,1e3,4250,1150,19
Hassakeh,Raqqa,1242,Aug 2017,May 2017,487.5,1237.5,1600,419,1250,900,19
Deir Ezzor,Raqqa,1601,Aug 2017,May 2017,487.5,1237.5,1600,1e3,4250,1150,19
Hassakeh,Deir Ezzor,4931,Aug 2017,May 2017,1e3,4250,1150,419,1250,900,19
Hassakeh,Deir Ezzor,34139,Sep 2017,Jun 2017,1e3,4250,1150,425,1300,950,20
Damascus,City-Damascus,315,Sep 2017,Jun 2017,450,1507.5,1500,475,1525,1500,20
Damascus,Raqqa,270,Sep 2017,Jun 2017,550,1244,1800,475,1525,1500,20
Al_Qunaytirah,Damascus,120,Sep 2017,Jun 2017,475,1525,1500,419,1494,1350,20
Al_Qunaytirah,Daraa,20,Sep 2017,Jun 2017,400,1512.5,1200,419,1494,1350,20
Damascus,Deir Ezzor,15,Sep 2017,Jun 2017,1e3,4250,1150,475,1525,1500,20
Hassakeh,Deir Ezzor,84366,Oct 2017,Jul 2017,1e3,4250,1150,425,1312.5,950,21
Hassakeh,Raqqa,169,Oct 2017,Jul 2017,500,1525,1850,425,1312.5,950,21
Damascus,Deir Ezzor,1200,Oct 2017,Jul 2017,1e3,4250,1150,475,1525,1600,21
Deir Ezzor,Hama,132,Oct 2017,Jul 2017,575,1687.5,1900,1e3,4250,1150,21
Damascus,Hama,12,Oct 2017,Jul 2017,575,1687.5,1900,475,1525,1600,21
Hassakeh,Edlib,22,Oct 2017,Jul 2017,350,4385,2e3,425,1312.5,950,21
Daraa,Damascus,40,Oct 2017,Jul 2017,475,1525,1600,400,1562.5,1250,21
Damascus,Raqqa,40,Oct 2017,Jul 2017,500,1525,1850,475,1525,1600,21
Damascus,City-Damascus,142,Oct 2017,Jul 2017,450,1500,1550,475,1525,1600,21
Al_Qunaytirah,Damascus,50,Oct 2017,Jul 2017,475,1525,1600,417.5,1512.5,1350,21
Hassakeh,Deir Ezzor,112398,Nov 2017,Aug 2017,1e3,4500,1150,412.5,1325,950,22
Damascus,Deir Ezzor,13715,Nov 2017,Aug 2017,1e3,4500,1150,475,1525,1700,22
Al_Qunaytirah,Daraa,65,Nov 2017,Aug 2017,412.5,1622.5,1300,400,1525,1350,22
Hassakeh,Raqqa,200,Nov 2017,Aug 2017,500,1650,1900,412.5,1325,950,22
Damascus,Hassakeh,71,Nov 2017,Aug 2017,412.5,1325,950,475,1525,1700,22
Al_Qunaytirah,Damascus,30,Nov 2017,Aug 2017,475,1525,1700,400,1525,1350,22
Damascus,City-Damascus,130,Nov 2017,Aug 2017,450,1500,1600,475,1525,1700,22
Hassakeh,City-Damascus,25,Nov 2017,Aug 2017,450,1500,1600,412.5,1325,950,22
Deir Ezzor,Hassakeh,15,Nov 2017,Aug 2017,412.5,1325,950,1e3,4500,1150,22
Hassakeh,Deir Ezzor,4326,Dec 2017,Sep 2017,862.5,4500,1200,412.5,1262.5,1e3,23
Homs,Hama,860,Jan 2016,Oct 2015,282,957,1e3,306.5,1257.5,975,0
Homs,Raqqa,102,Feb 2016,Nov 2015,380,2264.5,1500,297.5,1270,1100,1
Homs,Hama,4998,Feb 2016,Nov 2015,288,992.5,1e3,297.5,1270,1100,1
Homs,Hama,1380,Mar 2016,Dec 2015,310,990.5,1062.5,311.5,1275,1100,2
Homs,City-Damascus,20,Apr 2016,Jan 2016,312.5,1111.6666500000001,1500,271.66665,1015.83335,1e3,3
Homs,Hama,78,Apr 2016,Jan 2016,237.5,1041.6666500000001,1100,271.66665,1015.83335,1e3,3
Homs,Hama,93,May 2016,Feb 2016,281.25,2112.5,1100,350,1335,1100,4
Homs,Daraa,22,Jun 2016,Mar 2016,275,1150,900,306.25,1266.25,1200,5
Homs,Hama,4539,Jun 2016,Mar 2016,243.75,3612.5,1e3,306.25,1266.25,1200,5
Homs,Daraa,41,Jul 2016,Apr 2016,300,1150,900,325,1335,1e3,6
Homs,Hama,200,Jul 2016,Apr 2016,370,3612.5,1500,325,1335,1e3,6
Homs,Edlib,28,Jul 2016,Apr 2016,265,2735,1600,325,1335,1e3,6
Homs,Lattakia,60,Jul 2016,Apr 2016,361.25,1127.5,1700,325,1335,1e3,6
Homs,Hama,14,Aug 2016,May 2016,312.5,3072.5,1e3,480,1335,1e3,7
Homs,Edlib,8,Aug 2016,May 2016,362.5,3400,1600,480,1335,1e3,7
Homs,Hama,171,Oct 2016,Jul 2016,400,2465.5,1e3,400,1175,500,9
Homs,Daraa,4,Nov 2016,Aug 2016,394,2350,950,400,1375,1e3,10
Homs,Deir Ezzor,8,Nov 2016,Aug 2016,625,4e3,1150,400,1375,1e3,10
Homs,Hama,33,Nov 2016,Aug 2016,400,2465.5,1e3,400,1375,1e3,10
Homs,Damascus,4,Nov 2016,Aug 2016,550,2775,1500,400,1375,1e3,10
Homs,Hama,4,Dec 2016,Sep 2016,425,2400,1e3,460,1475,1e3,11
Homs,Edlib,20,Dec 2016,Sep 2016,450,4120,1850,460,1475,1e3,11
Homs,Daraa,8,Jan 2017,Oct 2016,400,1512.5,1150,455,1462.5,2e3,12
Homs,Damascus,24,Jan 2017,Oct 2016,500,1850,1500,455,1462.5,2e3,12
Homs,Hama,78,Jan 2017,Oct 2016,420,2430,1e3,455,1462.5,2e3,12
Homs,Edlib,856,Jan 2017,Oct 2016,375,3730,2e3,455,1462.5,2e3,12
Homs,Lattakia,4,Feb 2017,Nov 2016,412.5,1496,1800,485,1455,2e3,13
Homs,Edlib,12,Feb 2017,Nov 2016,412.5,3512.5,2e3,485,1455,2e3,13
Homs,Damascus,20,Feb 2017,Nov 2016,500,1600,1500,485,1455,2e3,13
Homs,Hama,22,Feb 2017,Nov 2016,525,1800,2e3,485,1455,2e3,13
Homs,Hassakeh,16,Mar 2017,Dec 2016,512.5,1187.5,900,450,1462.5,1100,14
Homs,Hama,2272,Mar 2017,Dec 2016,465,2475,1600,450,1462.5,1100,14
Homs,Raqqa,26,Apr 2017,Jan 2017,500,1300,1600,450,1455,1150,15
Homs,Hama,34,Apr 2017,Jan 2017,525,1592.5,1300,450,1455,1150,15
Homs,Hassakeh,39,Apr 2017,Jan 2017,487.5,1250,900,450,1455,1150,15
Homs,Edlib,11000,Apr 2017,Jan 2017,400,4082.5,1700,450,1455,1150,15
Homs,Hama,12,May 2017,Feb 2017,540,1575,1400,440,1460,1150,16
Homs,Hassakeh,71,May 2017,Feb 2017,437.5,1200,900,440,1460,1150,16
Homs,Edlib,540,May 2017,Feb 2017,400,5845,1700,440,1460,1150,16
Homs,Hassakeh,8,Jun 2017,Mar 2017,437.5,1225,900,450,1460,1200,17
Homs,Hama,15,Jun 2017,Mar 2017,550,1575,1450,450,1460,1200,17
Homs,Deir Ezzor,11,Jul 2017,Apr 2017,1e3,4525,1150,450,1460,1300,18
Homs,Edlib,15,Jul 2017,Apr 2017,400,4837.5,1850,450,1460,1300,18
Homs,Hassakeh,118,Jul 2017,Apr 2017,419,1200,900,450,1460,1300,18
Homs,Deir Ezzor,31,Aug 2017,May 2017,1e3,4250,1150,450,1412.5,1500,19
Homs,Raqqa,50,Aug 2017,May 2017,487.5,1237.5,1600,450,1412.5,1500,19
Homs,Hassakeh,81,Aug 2017,May 2017,419,1250,900,450,1412.5,1500,19
Homs,Hama,167,Aug 2017,May 2017,550,1937.5,1700,450,1412.5,1500,19
Homs,Damascus,269,Aug 2017,May 2017,475,1550,1500,450,1412.5,1500,19
Homs,Hama,112,Sep 2017,Jun 2017,575,1787.5,1800,475,1412.5,1600,20
Homs,Deir Ezzor,38,Sep 2017,Jun 2017,1e3,4250,1150,475,1412.5,1600,20
Homs,Edlib,6,Sep 2017,Jun 2017,350,4385,2e3,475,1412.5,1600,20
Homs,Hassakeh,51,Oct 2017,Jul 2017,425,1312.5,950,500,1412.5,1700,21
Homs,Daraa,12,Oct 2017,Jul 2017,400,1562.5,1250,500,1412.5,1700,21
Homs,Raqqa,23,Oct 2017,Jul 2017,500,1525,1850,500,1412.5,1700,21
Homs,Deir Ezzor,38,Oct 2017,Jul 2017,1e3,4250,1150,500,1412.5,1700,21
Homs,Hama,20,Oct 2017,Jul 2017,575,1687.5,1900,500,1412.5,1700,21
